traj,i,split,gyro,acc,n_win,speed,vx,vy,vz,acc_std,gyr_std,ax,ay
drone_train_0155,155,train,-y-x-z,+x+y+z,12,0.62499875,-0.03707511,0.33898288,-0.09316023,4.834023353770778,0.44975403001913844,-0.24038527498266382,0.09085497713907197
drone_train_0156,156,train,-y-x-z,-y+x+z,60,2.0661511,-0.17619604,0.90222037,0.09832198,5.046108198488424,1.093720501694067,0.0611698240455565,0.009980108548475404
drone_train_0157,157,train,-x-y-z,-x+y+z,60,2.3579054,-0.3051546,1.0266373,0.10605446,5.097690116068671,1.1259115263957988,0.12026553768625498,0.04875116271684237
drone_train_0158,158,train,-x-y-z,-x-y+z,60,2.3598397,-0.39197358,0.9649507,0.08733657,5.118482031248026,1.0851947897727956,0.11832087821044479,-0.05055179758856563
drone_train_0159,159,train,-y-x-z,-y+x+z,13,1.4970233,-0.15389526,0.6472684,-0.015513092,4.925867628724955,0.8439717660124486,-0.02978548981328149,0.03941773072311001
drone_train_0160,160,train,-y-x-z,-y+x+z,60,2.7177815,-0.524982,0.4637586,0.09687168,5.985158013563789,1.3522544991412826,0.057958512528864956,-0.003468668519489711
drone_train_0161,161,train,+y-x-z,-x-y+z,60,3.2142422,-0.5824392,0.6148872,0.11129491,6.21607601265835,1.3506471081946942,0.09611925604535887,0.00413641931139864
drone_train_0162,162,train,+y-x-z,-x-y+z,60,3.2161882,-0.5606457,0.62436295,0.121812865,6.216382954891316,1.3106025144056834,0.09587709700659616,0.00420719459586932
drone_train_0163,163,train,+y-x-z,-x-y+z,18,1.8208319,-0.18924582,0.43793353,0.015732631,5.398531593672219,0.9654062037668888,0.22416517175057238,0.014651930205691012
drone_train_0164,164,train,-y-x-z,-x-y+z,60,0.58415115,-0.07189966,-0.03987043,0.008835139,4.581981461562832,0.19866135003353083,0.02918740111371987,0.06929803442699047
drone_train_0165,165,train,+x-y-z,-x-y+z,60,0.68172795,-0.023651835,0.032366786,0.001131913,4.586990155234998,0.21261078276729803,-0.014456530143663182,0.05946951417958432
drone_train_0166,166,train,+y-x-z,-x-y+z,60,0.69488966,-0.11267521,0.00024647012,-0.001216402,4.577074221649564,0.199855695100048,0.016414982155272165,0.07188984268761237
drone_train_0167,167,train,-y-x-z,+x-y+z,25,0.64167714,-0.2181428,0.113312684,-0.020232351,4.633939828076729,0.2625927925251245,0.008131465066011683,0.11484563198221945
drone_train_0168,168,train,-y-x-z,-y+x+z,60,1.1824536,-0.12392361,-0.025126282,0.006268684,4.604348380089712,0.40269961601919846,0.039623214162015453,0.07611743191645912
drone_train_0169,169,train,-y+x-z,-y+x+z,60,1.3867464,-0.1350761,0.03038014,-0.00021730724,4.620073882404913,0.42155797600853046,-0.003846536366972335,0.04570170257487204
drone_train_0170,170,train,-y+x-z,-y+x+z,60,1.3601757,-0.076686114,0.0756733,0.0032675448,4.6256243854376935,0.42533315830092666,-0.041117679491492407,0.07071646571664193
drone_train_0171,171,train,-y-x-z,-x+y+z,16,0.92767155,0.111880206,-0.1119586,-0.037555613,4.736726289033489,0.5391063015631355,0.08032291783447477,0.08319804347065644
drone_train_0172,172,train,-y+x-z,-y+x+z,60,2.0371385,-0.2848495,0.030309035,0.016826214,5.021992116627771,1.0280397498518492,0.007830098379399866,0.08700762560189242
drone_train_0173,173,train,+y+x-z,-y+x+z,60,2.6936874,-0.2712308,-0.012928055,-0.016689401,5.213904318401051,1.2033405468744296,-0.03255212643658706,0.07273056341161736
drone_train_0174,174,train,+y+x-z,-y+x+z,60,2.6899467,-0.4184087,-0.0647379,-0.015304306,5.208602623541864,1.1740370008528351,-0.02082568453681597,0.05896736403959252
drone_train_0175,175,train,-x-y-z,-y+x+z,22,1.8264939,-0.32919055,-0.10906633,0.00066486886,4.99208962989628,0.9370141255581977,0.14157382548835482,0.03746593578528095
drone_train_0176,176,train,-y-x-z,-y-x+z,60,0.49075243,0.0011714045,-0.09783234,0.014668123,4.566598285477545,0.07501558895129454,0.04893246180359286,0.025693387174333112
drone_train_0177,177,train,-y-x-z,-y-x+z,60,0.5585859,0.036304902,0.022761928,-0.0009532357,4.567130607936784,0.04315355777575335,0.05012870358414466,0.02519409749919017
drone_train_0178,178,train,-y-x-z,-y-x+z,60,0.5108052,-0.04615934,0.061956443,0.0016670544,4.570556167967469,0.042087845782649555,0.058651049157955264,0.020000322606973896
drone_train_0179,179,train,-y-x-z,-y-x+z,15,0.59701395,0.029186688,0.05273447,-0.08118733,4.681509378106571,0.21573899728629917,0.03855604786523039,0.06643289626037345
drone_train_0180,180,train,-y-x-z,-y-x+z,60,1.8307272,-0.015304179,-0.14049953,0.015047441,4.909460712383663,0.35157378355003416,0.07010702438681377,-0.03688484532505936
drone_train_0181,181,train,-y-x-z,-y-x+z,60,2.0813544,-0.035725713,0.10523239,-0.013154327,4.989467962108227,0.38014234727438073,0.03812266073081446,0.07502465803989859
drone_train_0182,182,train,-y-x-z,-y-x+z,60,2.2017999,-0.034219272,-0.061898783,-0.020020718,5.0014408616097485,0.3903605185224759,0.06088392999553859,0.07353520370906336
drone_train_0183,183,train,-y+z-x,-z-x+y,22,0.94502616,0.08746942,-0.0045065247,-0.05356271,4.892851029085613,0.928664358634626,0.03693687062501754,0.0329933578324899
drone_train_0184,184,train,-y-x+z,-y-x+z,60,2.4526198,-0.017201375,-0.037874594,-0.009057081,5.438839998644722,0.6152245167040233,0.05856278543550919,0.09779502372065327
drone_train_0185,185,train,-y-x-z,-y-x+z,60,2.5479538,0.04772021,0.0020393676,-0.0077738077,5.48296787309113,0.6392797746469385,0.08005766939207873,0.09058742057855125
drone_train_0186,186,train,-y-x-z,-y-x+z,60,2.6332774,-0.022046417,0.004304265,-0.005702409,5.487799581408079,0.6536910670975468,0.24044060851702428,0.10660277698384016
drone_train_0187,187,train,-y-x+z,-y-x+z,60,2.6438613,-0.009818222,-0.006048874,-0.00038405863,5.5532919080012535,0.659101000821621,0.08629253864220421,0.04415499775785065
drone_train_0188,188,train,-y-x-z,-y-x+z,14,1.0023528,-0.16867949,0.20268528,-0.059053108,4.85519591575839,0.387431990924589,-0.11567170275683293,0.326218303424274
drone_train_0189,189,train,-y+x-z,-y+x+z,60,0.5236265,0.044367824,-0.2609715,0.009226497,4.58821075966946,0.16359905035141453,0.05877874897870538,0.02568476873775141
drone_train_0190,190,train,+y-x-z,-y+x+z,60,0.5070794,-0.03011265,-0.14981623,-0.0046764924,4.580721603679452,0.16274369488613943,0.059567224796724036,0.04024899991507239
drone_train_0191,191,train,+x+y-z,-y+x+z,60,0.5227147,-0.0019912617,-0.17152983,-0.005199892,4.582717052977627,0.16361398629784848,0.07359684803658281,0.028414482562784543
drone_train_0192,192,train,+y+x-z,-y+x+z,60,0.5311261,-0.027226979,-0.19233346,-0.0056338185,4.585265423438717,0.15404788057845883,0.06568471929105124,0.035960621475098375
drone_train_0193,193,train,-y-x-z,+y-x+z,26,0.3974386,0.2049645,0.10537265,-0.04817232,4.643577108924096,0.22462578863694815,0.07858768166282745,0.027997473681222834
drone_train_0194,194,train,-y-x-z,-y+x+z,60,0.86715156,-0.07320068,-0.33964068,-0.0076404694,4.604860382266082,0.303613612362844,-0.011512187567655322,0.03622680812697672
drone_train_0195,195,train,-x-y-z,-y+x+z,60,1.0178373,-0.04240984,-0.34395713,-0.017283661,4.617695645772798,0.29824060266165897,-0.07185449500528526,0.011787814449429182
drone_train_0196,196,train,+y+x-z,-y+x+z,60,0.9994977,0.08936604,-0.4112443,-0.020508591,4.6032228995029865,0.3045738531741693,-0.00023277010228821382,0.005945034744763688
drone_train_0197,197,train,-z-x+y,-z+x-y,35,0.588915,-0.1663507,-0.08562921,-0.018846894,5.0704763844568035,1.0807514138796215,-0.055030215736632075,-0.010350093890996863
drone_train_0198,198,train,-y+x-z,-y+x+z,60,1.6728448,-0.03891583,-0.66083324,-0.047937352,4.730055046674929,0.6217436997816096,-0.043630837991776084,0.018232147021445447
drone_train_0199,199,train,-y+x-z,-y+x+z,60,2.0274653,-0.29771426,-0.6381399,-0.058397166,4.751360912894287,0.7350442906075269,0.005895211778368927,0.06295653035486369
drone_train_0200,200,train,-y+x-z,-y+x+z,60,2.0154715,-0.060780007,-0.6992469,-0.07220272,4.773755287377569,0.7343194240696205,-0.031043925325872503,-0.030446911389992844
drone_train_0201,201,train,+x+y-z,-y+x+z,23,1.4181327,0.15717186,-0.10906998,-0.053055096,4.769352493693852,0.5509520576127835,-0.11141977636428298,0.05936682768791637
drone_train_0202,202,train,-y+x-z,-y+x+z,60,2.1047792,-0.1454201,-0.69769955,-0.075806305,4.901277799207981,0.9254124931863087,-0.020450770020303027,0.004869850231970607
drone_train_0203,203,train,-y+x-z,-y+x+z,60,2.5138423,-0.4438977,-0.72653335,-0.10432302,4.981308393206245,1.0658882234799396,-0.0019987508637592933,-0.0022341141082712662
drone_train_0204,204,train,-y+x-z,-y+x+z,60,2.5502982,-0.33160838,-0.7600153,-0.106684014,4.981575768270403,1.087469863251009,-0.0442150838345971,0.10816533130007641
drone_train_0205,205,train,-y-x-z,+y+x+z,19,1.5009372,-0.50308174,-0.2820702,-0.066952184,5.016396459790752,0.9248731789507573,-0.15949401477886607,-0.07835262826056837
drone_train_0206,206,train,-y-x-z,-y+x+z,60,0.71931154,-0.076019615,-0.26731825,0.012199134,4.573131375167158,0.1805912259356761,0.0984652782227901,0.01725265068172646
drone_train_0207,207,train,-x+y-z,-y-x+z,60,0.7640443,-0.13087581,-0.11446234,-0.0035143343,4.568975535902776,0.19859331438078606,0.11500271497011,-0.012498409707921383
drone_train_0208,208,train,-y-x-z,+x-y+z,60,0.7610286,-0.085669905,-0.26610985,-0.023494514,4.564347876921598,0.18197095249757692,0.10684977750023704,0.014978341680250348
drone_train_0209,209,train,-y-x-z,-x+y+z,18,0.6903332,0.22713327,-0.07041743,-0.036006246,4.624315677196961,0.24237019165634324,0.07582038804260255,-0.005858545719714737
drone_train_0210,210,train,-y-x-z,-y+x+z,60,1.419987,-0.21664408,-0.40962127,-0.0017524515,4.636789934138487,0.36042965274142097,0.07875127436109809,-0.010120017263821864
drone_train_0211,211,train,-y+x-z,+x-y+z,60,1.5483357,-0.20335065,-0.41747788,-0.015120475,4.622776957033048,0.38297226512494237,0.12882754028477816,-0.008509274594876236
drone_train_0212,212,train,-y+x-z,-y-x+z,60,1.5381027,-0.20086509,-0.4139595,-0.03331595,4.6327504005901625,0.38705896703931286,0.0747870641557741,0.03251183307996022
drone_train_0213,213,train,-y-x-z,+x+y+z,13,0.8743143,-0.29550475,0.11794796,-0.074637964,4.591042487719864,0.3287277124159513,0.1933439799975423,-0.01248117173579061
drone_train_0214,214,train,-y+x-z,+y+x+z,60,2.7219844,-0.3312008,-0.75694203,-0.037958182,5.299011737988953,1.0099714623242293,0.10656723169197964,0.060129120837511055
drone_train_0215,215,train,-y+x-z,+y+x+z,60,3.113105,-0.39186865,-0.79117006,-0.07712501,5.463645381201425,1.1252045478570478,0.14750271225500167,-0.06746412699812314
drone_train_0216,216,train,-y+x-z,+y+x+z,60,3.1033912,-0.37725505,-0.8574252,-0.06929089,5.44026473316544,1.1333386604284277,0.007240721905446359,0.054958040005672955
drone_train_0217,217,train,+x+y-z,+y+x+z,13,1.9153415,0.055535425,-0.8083314,-0.17228214,5.058913541762995,0.7783037515129373,0.2672496508139388,-0.1466170783304564
drone_train_0218,218,train,-y-x-z,+x+y+z,60,0.6861341,-0.03985968,-0.04149689,0.010021592,4.6002388912394,0.24770433030943867,-0.005446694987391766,0.03312437274444801
drone_train_0219,219,train,+y+x-z,+y+x+z,60,0.7037581,-0.00016360982,-0.03636968,-0.0030875101,4.602989227601401,0.20532736116279618,-0.033459737927288305,0.00994084985478806
drone_train_0220,220,train,-y-x-z,-y-x+z,20,0.693304,-0.06371268,0.080499664,-0.043684233,4.667075018764128,0.18264140148605482,0.004863883179743377,0.010924652819125089
drone_train_0221,221,train,-y-x-z,+x-y+z,60,1.2250768,-0.031512775,-0.12614569,-0.0001414903,4.644026899547506,0.38786347577031904,-0.048889323228796154,0.029590658428775896
drone_train_0222,222,train,+x-y-z,+y+x+z,60,1.4379935,-0.029458538,-0.06556417,-0.0035552012,4.646423051039303,0.4360933310546351,0.0059316639628147335,-0.013717696590701963
drone_train_0223,223,train,-y-x-z,-y-x+z,22,0.9978031,-0.19239917,0.20405,-0.03648263,4.6434910206080025,0.3274508886689698,-0.010852090714251151,0.0883057153513239
drone_train_0224,224,train,+y-x-z,+y+x+z,60,1.730426,-0.09080583,-0.12185622,0.0019181204,4.952540178278221,0.9620566685967663,-0.014641927049637161,-0.032434353104067594
drone_train_0225,225,train,+x-y-z,+y-x+z,60,2.7506516,0.0031652807,-0.18660568,-0.034792833,5.178526905688166,1.2155208750345596,-0.022931134265236325,0.12643887896290107
drone_train_0226,226,train,-y-x-z,+x-y+z,34,1.9161482,-0.029681344,-0.11580104,-0.05945707,5.026145804681941,1.094788109983266,-0.010249589897787676,-0.07037361097038405
drone_train_0227,227,train,-y-x-z,-y-x+z,60,0.28400037,-0.041838337,0.023363408,0.018228145,4.619323855442147,0.12912577836718112,-0.12072924277198535,0.03247630603455112
drone_train_0228,228,train,-y-x-z,+x+y+z,60,0.23313217,0.020386357,-0.071808696,0.0009999787,4.596833759687909,0.07840424135685059,-0.052883515767346276,0.03014819848180116
drone_train_0229,229,train,-x-y-z,+x+y+z,60,0.26962999,-0.057352956,0.076516785,-0.001692631,4.608312354385689,0.08138642653031708,-0.05140310666534394,-0.020158563187124657
drone_train_0230,230,train,-y-x-z,-y-x+z,23,0.28319302,-0.026343044,0.13115862,-0.05486482,4.69611491736066,0.1811904776299295,-0.33046172088124665,0.15355868208118054
drone_train_0231,231,train,-y-x-z,-y-x+z,60,0.48887455,-0.0038556876,-0.07171018,0.019369982,4.603627702898047,0.16850739415203375,-0.09060805804367494,0.07002535775171903
drone_train_0232,232,train,+y+x-z,+x+y+z,60,0.49388388,-0.04407367,-0.002644745,-0.0016468503,4.629560090199835,0.13910120929362313,-0.08773732457051149,-0.061707749898873926
drone_train_0233,233,train,-x-y-z,+x+y+z,60,0.5280797,-0.0658317,0.01411972,0.00013844045,4.598391118744875,0.14485232150629784,-0.06669717381467369,0.054404660949079094
drone_train_0234,234,train,-y-x-z,-x+y+z,16,0.6198627,-0.19638008,0.07143303,-0.07343598,4.718443665291951,0.3025377435403139,0.007718601221993738,-0.10165614722703539
drone_train_0235,235,train,-y-x-z,+x+y+z,60,1.354548,-0.087104775,0.0015091756,0.020265825,4.676097869230217,0.41918452531516665,-0.08608045261477916,0.008445202590922955
drone_train_0236,236,train,-x-y-z,+x+y+z,60,1.5106018,-0.15528838,0.0032411907,-0.006010994,4.666532029489939,0.41662458752793274,-0.11739279625107217,0.02706873706927945
drone_train_0237,237,train,-x-y-z,+x+y+z,60,1.5563288,-0.13914308,-0.0746374,-0.0052655167,4.640645978537661,0.42167715548699297,0.0052220718867251135,0.01770242385029754
drone_train_0238,238,train,-y-x-z,+y+x+z,13,1.0291295,-0.320163,0.23072451,-0.09004266,4.800723018709441,0.40601962580797735,-0.1595897848140755,0.003771152932886692
drone_train_0239,239,train,-y-x-z,-y+x+z,60,1.757314,-0.22094488,0.03735042,0.019725969,4.75131939141316,0.5810478168735169,-0.09883313510250219,0.06905189471535171
drone_train_0240,240,train,-y+x-z,+x+y+z,60,2.0227473,-0.24519333,-0.007684957,-0.01568187,4.780618374511331,0.6314752075128695,-0.032805868337668166,-0.02771778732658034
drone_train_0241,241,train,-y+x-z,+x+y+z,60,2.019596,-0.25616643,-0.00015171306,-0.005377261,4.789880215523084,0.6370436530322269,-0.11165834561787535,0.02715234443874154
drone_train_0242,242,train,-y-x-z,-y-x+z,21,1.280918,-0.5330923,0.014688867,-0.084029354,4.849699780851911,0.41740726391976435,-0.19692260757482646,-0.07888254886013828
drone_train_0243,243,train,-y+x-z,+x+y+z,60,2.2653883,-0.38786173,0.010186056,0.012869647,4.973991716644513,0.8498531814472444,-0.10009172628563101,0.004978428323905973
drone_train_0244,244,train,-x-y-z,+x+y+z,60,2.523342,-0.42928034,-0.10067685,-0.025931185,4.98797639714751,0.9019876101951598,-0.031838531460913755,0.04226671869313092
drone_train_0245,245,train,-x-y-z,+x+y+z,60,2.5553916,-0.45460245,-0.1252639,-0.030960599,5.015466347822202,0.9063412832671265,-0.012259006976196057,-0.006280705805802427
drone_train_0246,246,train,-y+x-z,+y+x+z,13,1.4918131,-0.297358,0.21735227,-0.037353285,5.020792835386046,0.5913001722025277,-0.4307082923911783,0.13711512620224908
drone_train_0247,247,train,-x-y-z,+x-y+z,60,2.8537364,-0.50312203,-0.017866867,0.016597573,5.330630437358927,1.2300950618473383,0.05903807777804711,0.07863677860000239
drone_train_0248,248,train,-x-y-z,+x+y+z,60,3.078652,-0.5642547,-0.1581147,-0.020686962,5.445523723655652,1.2914262395368867,0.06309918383567371,-0.03234624454851534
drone_train_0249,249,train,-x-y-z,-y-x+z,60,3.108467,-0.69428855,-0.14809118,-0.021974437,5.422838333422431,1.2804546396590588,0.1276862240738683,0.09350301405743569
drone_train_0250,250,train,+y-x-z,+x-y+z,13,0.9853875,0.12097707,0.5569093,-0.027548632,4.825977487558869,0.6014469403170194,-0.06415733216504234,-0.0472944907725037
drone_train_0251,251,train,-y-x-z,-x-y+z,60,0.291965,-0.03612305,0.032512378,0.015583298,4.574834688043542,0.11205450175145244,0.077161667031344,0.04173277019750033
drone_train_0252,252,train,+x-y-z,-x-y+z,60,0.25292543,-0.014190475,-0.07767724,0.0016378313,4.575033772667438,0.08796061356545144,0.06605355184043844,0.04393400412768476
drone_train_0253,253,train,-x+y-z,-x-y+z,60,0.25526708,-0.017128369,0.07498828,0.0056358706,4.576930401595735,0.08756035768707668,0.07509131895273155,0.031778956118229035
drone_train_0254,254,train,-x-y-z,-x-y+z,60,0.24605693,-0.031553045,-0.076848045,-0.005072844,4.582292602359068,0.08601681920607222,0.07498667314075859,0.03055854906735279
drone_train_0255,255,train,-y-x-z,-y-x+z,24,0.36859575,-0.020855559,0.15963526,-0.047821175,4.621789580180705,0.17784645099759938,0.09968373174377429,0.08794524253677709
drone_train_0256,256,train,-y-x-z,-y-x+z,60,0.51514864,-0.022579648,-0.050405435,0.010217474,4.582551888236543,0.16925603758437974,0.0686659838120504,0.054418575496063944
drone_train_0257,257,train,-x+y-z,-x-y+z,60,0.5032994,-0.049603846,-0.0021876933,0.011987303,4.578957802758277,0.1484658513479206,0.0815607640567702,0.01599547400365797
drone_train_0258,258,train,+x-y-z,-x-y+z,60,0.5617365,-0.10004859,-0.01422436,0.0034129652,4.584515903842839,0.15420206477821352,0.05302595244961488,0.051624035945879165
drone_train_0259,259,train,-x+y-z,-x-y+z,60,0.50363874,-0.048899643,-0.004876205,-0.018419133,4.580922743658385,0.14950910702151457,0.0973037949822896,0.027864663347269017
drone_train_0260,260,train,-y-x-z,-y-x+z,17,0.5308239,-0.104116075,0.28391343,-0.040917337,4.661691492693661,0.2690563004793838,0.0325508309486122,0.1270223745533405
drone_train_0261,261,train,-y-x-z,+x+y+z,60,1.3893361,-0.10500423,0.0054111634,0.019492893,4.64816592954249,0.4195937929176331,-0.06576737375779097,0.016363747194789235
drone_train_0262,262,train,-x-y-z,+x+y+z,60,1.5599205,-0.16099527,-0.05440833,-0.0016352434,4.678676440586354,0.4205723912977294,-0.1385437496615535,0.007936509658632228
drone_train_0263,263,train,-x-y-z,+x+y+z,60,1.5642709,-0.14940971,-0.006768959,-0.01798621,4.6518136637408185,0.43754933594123946,-0.03699331675148339,0.04059637800412414
drone_train_0264,264,train,-y-x-z,+x+y+z,60,2.2956393,-0.38502955,0.010564362,0.003719363,4.995528305612742,0.8817499172814295,-0.1321718642111858,0.013944126743660794
drone_train_0265,265,train,-x-y-z,+x-y+z,60,2.5574057,-0.44236842,-0.10494185,-0.022975454,5.014589939563514,0.9237734437493802,-0.06589196335866047,0.03734670591383595
drone_train_0266,266,train,-x-y-z,+x+y+z,60,2.6007915,-0.45532292,-0.17571053,-0.03543255,5.041826140891406,0.9347001154121899,-0.05657682689269738,7.748025998201531e-06
drone_train_0267,267,train,+x-y-z,+y+x+z,13,1.4338677,-0.5664301,0.3927339,-0.047008753,4.995350557701727,0.593263999080903,-0.21644443301487765,-0.1262369702822454
drone_train_0268,268,train,-y-x-z,+x-y+z,60,2.759112,-0.5211086,-0.12367371,0.00025797525,5.382390520936499,1.2097384074112585,-0.11738226568459019,0.062104953259415195
drone_train_0269,269,train,-y-x-z,+x-y+z,60,3.1041427,-0.49559408,-0.17648984,-0.030827997,5.493737386323239,1.2931103942926607,-0.07582433987146942,-0.048515117111764997
drone_train_0270,270,train,-x-y-z,+x-y+z,60,3.128097,-0.45985222,-0.22341411,-0.008967872,5.534514106309314,1.29952904784766,-0.15615889406598096,-0.053222808757748374
drone_train_0271,271,train,-y-x-z,-y+x+z,17,1.4981025,-0.038485445,0.37312338,-0.087946944,5.106997308175704,0.8091437081536801,0.008950010611986846,0.20370196464835522
drone_train_0272,272,train,-y-x-z,-y-x+z,60,0.31146318,0.08368172,-0.035872985,0.007942727,4.555578968725021,0.20060136547789947,0.040548193638671896,0.04649679342392286
drone_train_0273,273,train,+y+x-z,-x-y+z,60,0.36377758,-0.05044932,0.03233418,0.0013957939,4.556640022206224,0.12477405163040736,-0.003416140763690076,0.07669676301408686
drone_train_0274,274,train,-y-x-z,+y+x+z,60,0.32337457,0.07461192,0.02496272,-0.0006426597,4.563976915500993,0.1905695773128787,0.008266623359064851,0.0571686313785655
drone_train_0275,275,train,-y-x-z,+x-y+z,23,0.37185377,0.030242052,0.16651376,-0.027610412,4.616909061207052,0.17749442039771737,0.0692295107205862,0.07273230617677326
drone_train_0276,276,train,+x-y-z,-x-y+z,60,1.1909324,0.12956613,-0.031445984,0.009756766,4.612929417499986,0.4683094062411586,0.017827430481808428,0.08939599117349441
drone_train_0277,277,train,-y+x-z,-x+y+z,60,1.3735093,0.07282976,0.08905818,0.0008882904,4.625919533491912,0.4987938000724471,0.03998365883488168,0.02914272070979496
drone_train_0278,278,train,-y+x-z,-x-y+z,60,1.3945137,0.058582347,0.022558108,0.0016026894,4.6200973765561555,0.5054831767676016,0.0014351046855269184,0.11009200185090473
drone_train_0279,279,train,-y-x-z,-x+y+z,14,0.8822983,0.3845773,-0.009823065,-0.055006772,4.74060350062671,0.43930526019281374,0.0038135626702651064,-0.04654089575521971
drone_train_0280,280,train,-y+x-z,-x+y+z,60,1.8725772,0.16482675,-0.017998228,0.01274694,4.828263369341635,0.7601719965478171,0.10300112405514665,0.025683563159895128
drone_train_0281,281,train,-y+x-z,-x-y+z,60,2.0850756,0.06337415,0.080042504,0.0070295627,4.866509282508253,0.8053238215017633,0.059099777018661065,0.08677767879700453
drone_train_0282,282,train,-y+x-z,-x-y+z,60,2.0544047,0.116383344,0.008293312,-0.0038279484,4.878038857849373,0.808125330099834,0.023765848374613065,0.03674886505751359
drone_train_0283,283,train,-y+x-z,-x-y+z,60,2.0696757,0.13802612,0.03508736,0.00015099414,4.860715101003104,0.8028531295248473,0.1278202042588467,0.028525147563569286
drone_train_0284,284,train,+y-x-z,+y-x+z,23,0.6004986,-0.08030187,0.031598397,-0.05813339,4.66941892477577,0.37171500632747606,0.03134339724182822,-0.004387041032310897
drone_train_0285,285,train,+x+y-z,-x-y+z,60,2.4174387,0.07979099,0.025934486,0.006635836,5.293115708581257,1.224440371380142,0.05939712278072693,0.09715126936048546
drone_train_0286,286,train,+x+y-z,-x-y+z,60,2.73192,0.08728887,-0.008703038,-0.009152797,5.432222759316904,1.31306231339819,0.020987157115640004,0.04026904163576546
drone_train_0287,287,train,+y+x-z,+y-x+z,60,2.7482367,2.734375e-05,0.06877564,0.0012239383,5.419440105261357,1.3227261581110876,0.004523076042751199,0.03573861512017902
drone_train_0288,288,train,+x+y-z,-x-y+z,18,1.2273769,0.56117785,0.023541478,-0.05750462,4.867547187711799,0.709012334392127,-0.08405378900721104,0.16226764787552672
drone_val_0000,0,val,+x+y+z,+x+y+z,44,0.6796618,0.26947063,-0.1869689,0.1859708,5.355656665387296,0.16337733960592188,-3.5067874396238476,0.1115337923026387
drone_val_0001,1,val,+x+y+z,+x+y+z,25,1.063385,0.18715304,0.062058296,0.10943463,5.389701267671502,0.16183553977391146,-3.351532127915077,-0.05761486233329599
drone_val_0002,2,val,+x+y+z,+x+y+z,20,0.8765549,-0.24317656,-0.21664926,-0.21677467,5.423018398896738,0.18024278849722725,-3.272923503943363,-0.020972923998255618
drone_val_0003,3,val,+x+y+z,+x+y+z,60,0.8008312,0.37531498,0.16498849,0.16258353,5.4145950187988365,0.4209342747717576,-3.2071429802067577,-0.018926834559688965
drone_val_0004,4,val,+x+y+z,+x+y+z,54,0.6940409,0.18058158,0.17243855,0.045055736,5.430081181887446,0.47245776671249495,-3.2117143812961997,-0.037972569547655405
drone_val_0005,5,val,+x+y+z,+x-z-y,21,5.963808,2.843079,-1.878842,4.2537374,6.435148727880559,0.7154516508520818,-7.770064881479663,0.4841152293185655
drone_val_0006,6,val,+x+y+z,+x-y+z,21,5.9645724,4.8026433,-2.377692,0.9980866,6.231470694095095,0.7530684485603852,-1.1254387791693004,0.6658704803279815
drone_val_0007,7,val,+x+y+z,-z-y-x,40,2.7485528,1.5659078,-0.9814972,1.8465949,5.29814216411313,0.33738382494722974,-6.255882241856075,-0.3765016732299095
drone_val_0008,8,val,+x+y+z,+x-y+z,40,2.7485611,2.420866,-0.96313494,0.19269729,4.941993057920277,0.31669942003213347,-0.45069156135586247,0.24301080431573552
drone_val_0009,9,val,-y-x-z,-y-x+z,60,3.0514743,-0.016110703,1.5054013,0.26702967,4.539209423086103,0.3557977960537278,-0.05635143345901118,0.05004155418120596
drone_val_0010,10,val,-y-x-z,-y-x+z,60,3.6102078,-0.058178008,1.9444661,0.31088257,4.53110713510884,0.3817120754833239,0.054554266666062785,0.08287157614464134
drone_val_0011,11,val,-y-x-z,-y-x+z,48,2.5935528,-0.046084594,1.4164984,0.19363077,4.516155863328135,0.3417277908081226,-0.05824505950458555,0.07480010449930444
drone_val_0012,12,val,-y-x-z,-y-x+z,60,1.7024401,-0.059864543,0.008616801,-0.028259153,4.893625263723504,0.4136457812033893,0.14059667328734243,0.06679765190640759
drone_val_0013,13,val,-y-x-z,-y-x+z,60,1.6663057,-0.036765177,0.01078627,0.0013530502,4.7161693466664785,0.24429651322066745,0.12241936264523247,0.020996451686591134
drone_val_0014,14,val,-y-x-z,-y-x+z,60,1.856639,-0.062489115,-0.022801401,-0.040930055,4.891747154102314,0.382249692133281,0.13358918886249224,-0.0018427587311095218
drone_val_0015,15,val,-y-x-z,-y-x+z,23,1.1166515,-0.06998048,0.20973098,-0.14501812,4.707610703383197,0.24234860098337227,0.19552363620362975,0.05282435645989198
drone_val_0016,16,val,-y-x-z,+y-x+z,60,0.9666158,0.04554825,0.13051763,0.018391207,4.597132939264678,0.45850578558023314,0.015398048289724709,0.08175553899181098
drone_val_0017,17,val,-x-y-z,+y-x+z,60,1.0943153,0.078445956,0.17659292,0.009651564,4.597161712652318,0.46210242828566345,0.01915442995195432,0.049212009613732635
drone_val_0018,18,val,-x-y-z,-x+y+z,60,1.0584872,0.14106104,0.06349823,0.0012566163,4.592031254229035,0.470663180976104,0.011190976364842148,0.07455714939570407
drone_val_0019,19,val,-y-x-z,-y-x+z,19,0.7760197,-0.12080652,0.49093515,-0.013099835,4.686562731652183,0.458691381246251,0.034538657405993406,0.10661413378306263
drone_val_0020,20,val,-y-x-z,-y-x+z,60,3.9479346,-0.050246008,2.0157855,0.42385888,4.70445615469653,0.46589465884724424,2.4138388048868363e-05,-0.03145430909634221
